title,genres,mood
Sintel (2010),Animation|Fantasy,calm
Secretariat (2010),Adventure|Drama,excited
Devil (2010),Horror|Mystery|Thriller,dark
You Again (2010),Comedy,happy
Life as We Know It (2010),Comedy|Romance,happy
Catfish (2010),Documentary|Mystery,calm
You Will Meet a Tall Dark Stranger (2010),Comedy|Romance,happy
Stone (2010),Drama|Thriller,sad
Inside Job (2010),Documentary,calm
Monsters (2010),Drama|Sci-Fi,sad
Never Let Me Go (2010),Drama|Romance|Sci-Fi,sad
"Illusionist, The (L'illusionniste) (2010)",Animation,calm
Luck by Chance (2009),Drama,sad
Rubber (2010),Action|Adventure|Comedy|Crime|Drama|Film-Noir|Horror|Mystery|Thriller|Western,energetic
Jackass 3D (2010),Action|Comedy|Documentary,energetic
Restrepo (2010),Documentary|War,calm
Waiting for 'Superman' (2010),Documentary,calm
Red (2010),Action|Comedy,energetic
In a Better World (Hævnen) (2010),Drama,sad
Heartbreaker (L'Arnacoeur) (2010),Comedy|Romance,happy
Paranormal Activity 2 (2010),Horror|IMAX,dark
Heartbeats (Les amours imaginaires) (2010),Drama|Romance,sad
Hereafter (2010),Drama|Fantasy,sad
Undisputed III: Redemption (2010),Action|Crime|Drama,energetic
Saw VII 3D - The Final Chapter (2010),Horror|Mystery|Thriller,dark
Due Date (2010),Comedy,happy
127 Hours (2010),Adventure|Drama|Thriller,excited
Megamind (2010),Action|Animation|Children|Comedy|Sci-Fi|IMAX,energetic
Black Swan (2010),Drama|Thriller,sad
I Shot Jesse James (1949),Drama|Romance|Western,sad
Unstoppable (2010),Action|Drama|Thriller,energetic
Morning Glory (2010),Comedy|Drama|Romance,happy
Certified Copy (Copie conforme) (2010),Drama,sad
"Next Three Days, The (2010)",Crime|Drama|Romance|Thriller,sad
Somewhere (2010),Drama,sad
Biutiful (2010),Drama,sad
"First Beautiful Thing, The (La prima cosa bella) (2010)",Comedy|Drama,happy
Harry Potter and the Deathly Hallows: Part 1 (2010),Action|Adventure|Fantasy|IMAX,energetic
"King's Speech, The (2010)",Drama,sad
Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,happy
"Art of the Steal, The (2009)",Documentary,calm
"Fighter, The (2010)",Drama,sad
"Romantics, The (2010)",Comedy|Drama|Romance,happy
"Loved Ones, The (2009)",Horror,dark
Casino Jack (2010),Comedy|Crime,happy
Vincent Wants to Sea (Vincent will meer) (2010),Drama,sad
London Boulevard (2010),Crime|Romance,romantic
Skyline (2010),Sci-Fi|Thriller,tense
Beastly (2011),Drama|Fantasy|Romance,sad
Love and Other Drugs (2010),Comedy|Drama|Romance,happy
"Chronicles of Narnia: The Voyage of the Dawn Treader, The (2010)",Adventure|Children|Fantasy,excited
"Tourist, The (2010)",Drama|Thriller,sad
Rare Exports: A Christmas Tale (Rare Exports) (2010),Action|Comedy,energetic
Hatchet II (2010),Comedy|Horror|Thriller,happy
All Good Things (2010),Drama|Mystery|Thriller,sad
True Grit (2010),Western,calm
Tron: Legacy (2010),Action|Adventure|Sci-Fi|IMAX,energetic
How Do You Know (2010),Comedy|Drama|Romance,happy
Barney's Version (2010),Drama,sad
"Company Men, The (2010)",Drama,sad
"One-Armed Swordsman, The (Dubei dao) (1967)",Action|Drama,energetic
I Saw the Devil (Akmareul boatda) (2010),Crime|Thriller,tense
Trash Humpers (2009),Drama,sad
Faster (2010),Action|Crime|Drama,energetic
Little Big Soldier (Da bing xiao jiang) (2010),Action|Adventure|Comedy|Drama|War,energetic
Rabbit Hole (2010),Drama,sad
One Week (1920),Comedy,happy
Little Fockers (2010),Comedy,happy
Gulliver's Travels (2010),Adventure|Comedy|Fantasy,excited
Sweetgrass (2009),Adventure|Documentary|Western,excited
Burlesque (2010),Drama|Musical|Romance,sad
"Secret World of Arrietty, The (Kari-gurashi no Arietti) (2010)",Animation|Children|Fantasy,calm
Tucker & Dale vs Evil (2010),Comedy|Horror,happy
Yogi Bear (2010),Children|Comedy,happy
Made in Dagenham (2010),Comedy|Drama,happy
"Green Hornet, The (2011)",Action|Comedy|Crime|Fantasy|Thriller|IMAX,energetic
"Way Back, The (2010)",Drama,sad
"Warrior's Way, The (2010)",Action|Fantasy|Western,energetic
Season of the Witch (2011),Adventure|Drama|Fantasy,excited
Amer (2009),Drama|Horror,sad
Cowboys & Aliens (2011),Action|Sci-Fi|Thriller|Western|IMAX,energetic
Anything for Her (Pour elle) (2008),Crime|Drama|Thriller,sad
Day & Night (2010),Animation|Children,calm
Marwencol (2010),Documentary,calm
"Dilemma, The (2011)",Comedy|Drama,happy
Down Argentine Way (1940),Comedy|Drama|Romance,happy
"Trip, The (2010)",Comedy|Drama,happy
Limitless (2011),Sci-Fi|Thriller,tense
Happy People: A Year in the Taiga (2010),Documentary,calm
Evangelion: 2.0 You Can (Not) Advance (Evangerion shin gekijôban: Ha) (2009),Action|Animation|Drama|Sci-Fi,energetic
I Spit on Your Grave (2010),Crime|Horror|Thriller,dark
Even the Rain (También la lluvia) (2010),Drama,sad
It Happened on Fifth Avenue (1947),Comedy|Romance,happy
Zeitgeist: Moving Forward (2011),Documentary,calm
No Strings Attached (2011),Comedy|Romance,happy
"Lincoln Lawyer, The (2011)",Crime|Drama|Thriller,sad
All-Star Superman (2011),Action|Adventure|Animation|Sci-Fi,energetic
Girls About Town (1931),Comedy,happy
Kill! (Kiru) (1968),Action|Comedy|Drama,energetic
Pekka ja Pätkä salapoliiseina (1957),Comedy,happy
Unknown (2011),Drama|Mystery|Thriller,sad
Cedar Rapids (2011),Comedy,happy
Gnomeo & Juliet (2011),Adventure|Animation|Children|Comedy|Fantasy|Romance,excited
Burke and Hare (2010),Comedy|Thriller,happy
Castaway on the Moon (Kimssi pyoryugi) (2009),Comedy|Drama|Romance,happy
Paul (2011),Adventure|Comedy|Sci-Fi,excited
"Asphyx, The (1973)",Horror|Sci-Fi,dark
Brother 2 (Brat 2) (2000),Crime|Drama,sad
Emma (2009),Comedy|Drama|Romance,happy
Drive Angry (2011),Action|Fantasy|Thriller,energetic
Rango (2011),Action|Adventure|Animation|Children|Comedy|Western,energetic
Take Me Home Tonight (2011),Comedy|Drama,happy
Confessions (Kokuhaku) (2010),Drama|Horror,sad
"Adjustment Bureau, The (2011)",Romance|Sci-Fi|Thriller,romantic
"Mechanic, The (2011)",Action|Drama|Thriller,energetic
Hall Pass (2011),Comedy,happy
"Eagle, The (2011)",Adventure|Drama,excited
I Am Number Four (2011),Action|Sci-Fi|Thriller|IMAX,energetic
Battle: Los Angeles (2011),Action|Sci-Fi|War,energetic
Summer Wars (Samâ wôzu) (2009),Adventure|Animation|Comedy|Sci-Fi,excited
"Sunset Limited, The (2011)",Drama,sad
Winnie the Pooh and the Honey Tree (1966),Animation|Children,calm
Mars Needs Moms (2011),Action|Adventure|Animation|Children|Comedy|Sci-Fi|IMAX,energetic
Scooby-Doo! Curse of the Lake Monster (2010),Adventure|Children|Comedy|Mystery,excited
Winnie the Pooh and Tigger Too (1974),Animation|Children,calm
Hard Ticket to Hawaii (1987),Action|Comedy,energetic
Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro) (2010),Action|Crime|Drama,energetic
Mesrine: Public Enemy #1 (L'ennemi public n°1) (2008),Action|Crime,energetic
Just Go with It (2011),Comedy|Romance,happy
Cave of Forgotten Dreams (2010),Documentary,calm
Red Riding Hood (2011),Fantasy|Horror|Mystery|Thriller,dark
"Big Mommas: Like Father, Like Son (2011)",Comedy,happy
Super (2010),Action|Comedy|Drama,energetic
"Troll Hunter, The (Trolljegeren) (2010)",Fantasy|Horror,dark
Source Code (2011),Action|Drama|Mystery|Sci-Fi|Thriller,energetic
Jane Eyre (2011),Drama|Romance,sad
Sucker Punch (2011),Action|Fantasy|Thriller|IMAX,energetic
Chalet Girl (2011),Comedy|Romance,happy
BURN-E (2008),Adventure|Animation|Children|Sci-Fi,excited
Senna (2010),Documentary,calm
Family Guy Presents: It's a Trap (2010),Animation|Comedy|Sci-Fi,happy
Insidious (2010),Fantasy|Horror|Thriller,dark
Hobo with a Shotgun (2011),Action|Adventure|Crime|Thriller,energetic
Win Win (2011),Comedy|Drama,happy
Room in Rome (Habitación en Roma) (2010),Drama|Romance,sad
Boy (2010),Comedy|Drama,happy
Diary of a Wimpy Kid: Rodrick Rules (2011),Comedy,happy
Henry's Crime (2010),Comedy|Crime,happy
Hop (2011),Animation|Children|Comedy,happy
Playing the Victim (Izobrazhaya zhertvu) (2006),Comedy,happy
Films to Keep You Awake: The Christmas Tale (Películas para no dormir: Cuento de navidad) (2005),Horror|Thriller,dark
13 Assassins (Jûsan-nin no shikaku) (2010),Action,energetic
Hanna (2011),Action|Adventure|Mystery|Thriller,energetic
Connections (1978),Documentary,calm
Into Eternity (2010),Documentary,calm
Daffy Duck's Quackbusters (1988),Animation|Children|Comedy|Horror,happy
American: The Bill Hicks Story (2009),Comedy|Documentary,happy
Arthur (2011),Comedy,happy
Scream 4 (2011),Comedy|Horror|Mystery|Thriller,happy
Rio (2011),Adventure|Animation|Children|Comedy,excited
Melancholia (2011),Drama|Sci-Fi,sad
Thor (2011),Action|Adventure|Drama|Fantasy|IMAX,energetic
Louis C.K.: Hilarious (2010),Comedy,happy
Louis C.K.: Chewed Up (2008),Comedy,happy
Atlas Shrugged: Part 1 (2011),Drama|Mystery|Sci-Fi,sad
Louis C.K.: Shameless (2007),Comedy,happy
Mildred Pierce (2011),Drama,sad
Voices from the List (2004),Documentary,calm
Water for Elephants (2011),Drama|Romance,sad
African Cats (2011),Adventure|Documentary,excited
Kill the Irishman (2011),Action|Crime,energetic
"Fast Five (Fast and the Furious 5, The) (2011)",Action|Crime|Drama|Thriller|IMAX,energetic
Louis Theroux: Law & Disorder (2008),Documentary,calm
Idiots and Angels (2008),Animation|Drama|Fantasy,sad
Incendies (2010),Drama|Mystery|War,sad
Soul Surfer (2011),Action|Drama,energetic
Something Borrowed (2011),Comedy|Drama|Romance,happy
Bridesmaids (2011),Comedy,happy
Priest (2011),Action|Horror|Sci-Fi|Thriller,energetic
Mothra (Mosura) (1961),Adventure|Fantasy|Sci-Fi,excited
Pirates of the Caribbean: On Stranger Tides (2011),Action|Adventure|Fantasy|IMAX,energetic
Midnight in Paris (2011),Comedy|Fantasy|Romance,happy
The Man from Nowhere (2010),Action|Crime|Thriller,energetic
"Tree of Life, The (2011)",Drama,sad
"Hangover Part II, The (2011)",Comedy,happy
Nothing to Declare (Rien à déclarer) (2010),Comedy,happy
Across the Hall (2009),Thriller,tense
"Roommate, The (2011)",Drama|Thriller,sad
Attack the Block (2011),Action|Comedy|Sci-Fi,energetic
The Way (2010),Adventure|Comedy|Drama,excited
Let the Bullets Fly (2010),Action|Comedy,energetic
Kung Fu Panda 2 (2011),Action|Adventure|Animation|Children|Comedy|IMAX,energetic
X-Men: First Class (2011),Action|Adventure|Sci-Fi|Thriller|War,energetic
Submarine (2010),Comedy|Drama|Romance,happy
American Grindhouse (2010),Documentary,calm
Everything Must Go (2010),Comedy|Drama,happy
Beginners (2010),Drama,sad
Super 8 (2011),Mystery|Sci-Fi|Thriller|IMAX,tense
Bernie (1996),Comedy|Drama,happy
Green Lantern (2011),Action|Adventure|Sci-Fi,energetic
Elektra Luxx (2010),Comedy,happy
Mr. Popper's Penguins (2011),Comedy,happy
Bad Teacher (2011),Comedy,happy
Transformers: Dark of the Moon (2011),Action|Adventure|Sci-Fi|War|IMAX,energetic
Larry Crowne (2011),Comedy|Drama|Romance,happy
Your Highness (2011),Action|Adventure|Comedy|Fantasy,energetic
Too Big to Fail (2011),Drama,sad
Takers (2010),Action|Crime|Thriller,energetic
My Life as McDull (Mak dau goo si) (2001),Animation|Comedy|Drama,happy
Zookeeper (2011),Comedy,happy
Horrible Bosses (2011),Comedy|Crime,happy
Cars 2 (2011),Adventure|Animation|Children|Comedy|IMAX,excited
Between the Folds (2008),Documentary,calm
Delhi Belly (2011),Comedy|Crime,happy
Upside Down: The Creation Records Story (2010),Documentary,calm
Monte Carlo (2011),Adventure|Comedy|Romance,excited
Harry Potter and the Deathly Hallows: Part 2 (2011),Action|Adventure|Drama|Fantasy|Mystery|IMAX,energetic
Drive (2011),Crime|Drama|Film-Noir|Thriller,sad
Captain America: The First Avenger (2011),Action|Adventure|Sci-Fi|Thriller|War,energetic
"Crazy, Stupid, Love. (2011)",Comedy|Drama|Romance,happy
One Day (2011),Drama|Romance,sad
"Guard, The (2011)",Comedy|Crime,happy
Winnie the Pooh (2011),Animation|Children|Comedy,happy
"Woman, The (2011)",Horror,dark
"New One-Armed Swordsman, The (Xin du bi dao) (1971)",Action|Drama|War,energetic
Mike's New Car (2002),Animation|Comedy,happy
"Smurfs, The (2011)",Animation|Children|Comedy,happy
Friends with Benefits (2011),Comedy|Romance,happy
Paper Birds (Pájaros de papel) (2010),Comedy|Drama,happy
Blitz (2011),Action|Crime|Thriller,energetic
"Yellow Sea, The (a.k.a. The Murderer) (Hwanghae) (2010)",Crime|Drama|Thriller,sad
Our Idiot Brother (2011),Comedy,happy
SUBWAYStories: Tales from the Underground (1997),Drama,sad
Death Race 2 (2010),Action|Sci-Fi|Thriller,energetic
Rise of the Planet of the Apes (2011),Action|Drama|Sci-Fi|Thriller,energetic
Terri (2011),Comedy,happy
"Change-Up, The (2011)",Comedy,happy
"Help, The (2011)",Drama,sad
30 Minutes or Less (2011),Action|Comedy|Crime,energetic
My Afternoons with Margueritte (La tête en friche) (2010),Comedy,happy
Final Destination 5 (2011),Horror|Thriller|IMAX,dark
"Very Harold & Kumar 3D Christmas, A (2011)",Comedy,happy
Don't Be Afraid of the Dark (2010),Horror|Thriller,dark
Fright Night (2011),Comedy|Horror,happy
Another Earth (2011),Drama|Romance|Sci-Fi,sad
Hesher (2010),Drama,sad
Stake Land (2010),Horror,dark
"Debt, The (2011)",Drama|Thriller,sad
Colombiana (2011),Action|Adventure|Drama|Thriller,energetic
Bill Cunningham New York (2011),Documentary,calm
"Skin I Live In, The (La piel que habito) (2011)",Drama,sad
Conan the Barbarian (2011),Action|Adventure|Fantasy,energetic
Walled In (2009),Horror|Thriller,dark
Birdemic: Shock and Terror (2010),Romance|Thriller,romantic
"Inbetweeners Movie, The (2011)",Adventure|Comedy,excited
Red State (2011),Action|Crime|Horror|Thriller,energetic
Pearl Jam Twenty (2011),Documentary|Musical,calm
I Don't Know How She Does It (2011),Comedy,happy
Shark Night 3D (2011),Horror|Thriller,dark
Contagion (2011),Sci-Fi|Thriller|IMAX,tense
Moneyball (2011),Drama,sad
Neds (2010),Drama,sad
Cold Fish (Tsumetai nettaigyo) (2010),Drama|Thriller,sad
Phineas and Ferb the Movie: Across the 2nd Dimension (2011),Adventure|Animation|Children,excited
Northanger Abbey (2007),Drama|Romance,sad
"Avengers, The (2012)",Action|Adventure|Sci-Fi|IMAX,energetic
Tinker Tailor Soldier Spy (2011),Drama|Film-Noir|Thriller,sad
"Separation, A (Jodaeiye Nader az Simin) (2011)",Drama,sad
"Dangerous Method, A (2011)",Drama|Thriller,sad
Warrior (2011),Drama,sad
"Ides of March, The (2011)",Drama,sad
Kill List (2011),Horror|Mystery|Thriller,dark
Killer Elite (2011),Action|Thriller,energetic
Bellflower (2011),Action|Drama|Romance,energetic
50/50 (2011),Comedy|Drama,happy
Generation P (2011),Comedy|Drama|Sci-Fi,happy
The Artist (2011),Comedy|Drama|Romance,happy
Gigi (1949),Comedy,happy
BlinkyTM (2011),Horror|Sci-Fi,dark
Take Shelter (2011),Drama,sad
Three Outlaw Samurai (Sanbiki no samurai) (1964),Action|Drama,energetic
Antonio Gaudí (1985),Documentary,calm
Real Steel (2011),Action|Drama|Sci-Fi|IMAX,energetic
Footloose (2011),Comedy|Drama|Musical,happy
"Thing, The (2011)",Horror|Mystery|Sci-Fi|Thriller,dark
Beautiful Boy (2010),Drama,sad
Tyrannosaur (2011),Drama,sad
Martha Marcy May Marlene (2011),Drama|Thriller,sad
We Need to Talk About Kevin (2011),Drama|Thriller,sad
Behind Enemy Lines II: Axis of Evil (2006),Action|Thriller|War,energetic
"Three Musketeers, The (2011)",Action|Adventure,energetic
In Time (2011),Crime|Sci-Fi|Thriller,tense
Margaret (2011),Drama,sad
Carnage (2011),Comedy|Drama,happy
Margin Call (2011),Drama|Thriller,sad
Paranormal Activity 3 (2011),Horror,dark
Puncture (2011),Drama,sad
Johnny English Reborn (2011),Adventure|Comedy|Thriller,excited
Abduction (2011),Action|Drama|Mystery|Thriller,energetic
This Must Be the Place (2011),Crime|Drama|Thriller,sad
Shame (2011),Drama,sad
What's Your Number? (2011),Comedy|Romance,happy
Headhunters (Hodejegerne) (2011),Action|Crime|Thriller,energetic
Batman: Year One (2011),Action|Animation|Crime,energetic
Miss Representation (2011),Documentary,calm
Puss in Boots (2011),Adventure|Animation|Comedy|Fantasy|IMAX,excited
Tower Heist (2011),Action|Comedy|Crime,energetic
J. Edgar (2011),Drama,sad
"Double, The (2011)",Action|Crime|Drama|Mystery|Thriller,energetic
"Adventures of Tintin, The (2011)",Action|Animation|Mystery|IMAX,energetic
Starsuckers (2009),Documentary,calm
Tomboy (2011),Drama,sad
George Harrison: Living in the Material World (2011),Documentary,calm
Hugo (2011),Children|Drama|Mystery,sad
Immortals (2011),Action|Drama|Fantasy,energetic
Jack and Jill (2011),Comedy,happy
Into the Abyss (2011),Documentary,calm
"Sign of Four, The (1987)",Adventure|Crime|Drama,excited
"Descendants, The (2011)",Comedy|Drama,happy
Like Crazy (2011),Drama|Romance,sad
"Muppets, The (2011)",Children|Comedy|Musical,happy
"Twilight Saga: Breaking Dawn - Part 1, The (2011)",Adventure|Drama|Fantasy|Romance,excited
War Horse (2011),Drama|War,sad
"Rum Diary, The (2011)",Comedy|Drama|Thriller,happy
Lifted (2006),Animation|Comedy|Sci-Fi,happy
Hipsters (Stilyagi) (2008),Drama|Musical|Romance,sad
Another Cinderella Story (2008),Children|Comedy|Musical|Romance,happy
Bunraku (2010),Action|Drama|Fantasy,energetic
"Sitter, The (2011)",Comedy,happy
Extremely Loud and Incredibly Close (2011),Drama,sad
Play the Game (2009),Comedy|Romance,happy
Asterix in America (a.k.a Asterix Conquers America) (Astérix et les Indiens) (1994),Adventure|Animation|Children|Comedy,excited
Asterix and the Vikings (Astérix et les Vikings) (2006),Adventure|Animation|Children|Comedy|Fantasy,excited
Happy Feet Two (2011),Animation|Children|Comedy|IMAX,happy
Arthur Christmas (2011),Animation|Children|Comedy|Drama,happy
Violet & Daisy (2011),Action|Drama,energetic
Bullet to the Head (2012),Action|Crime|Film-Noir,energetic
"Expendables 2, The (2012)",Action|Adventure,energetic
"Snowman, The (1982)",Animation|Children|Musical,calm
The Hunger Games (2012),Action|Adventure|Drama|Sci-Fi|Thriller,energetic
"Dark Knight Rises, The (2012)",Action|Adventure|Crime|IMAX,energetic
"Bourne Legacy, The (2012)",Action|Adventure|Drama|Thriller|IMAX,energetic
Sherlock Holmes: A Game of Shadows (2011),Action|Adventure|Comedy|Crime|Mystery|Thriller,energetic
Coriolanus (2011),Drama|Thriller,sad
Young Adult (2011),Comedy|Drama,happy
New Year's Eve (2011),Comedy|Romance,happy
Mission: Impossible - Ghost Protocol (2011),Action|Adventure|Thriller|IMAX,energetic
We Bought a Zoo (2011),Comedy|Drama,happy
"Girl with the Dragon Tattoo, The (2011)",Drama|Thriller,sad
"Darkest Hour, The (2011)",Action|Horror|Sci-Fi|Thriller,energetic
Last Holiday (1950),Comedy|Drama|Romance,happy
Alvin and the Chipmunks: Chipwrecked (2011),Animation|Comedy,happy
Salvation Boulevard (2011),Comedy|Thriller,happy
Friends with Kids (2011),Comedy,happy
Girl Walks Into a Bar (2011),Comedy|Drama|Fantasy,happy
Contraband (2012),Action|Crime|Drama|Thriller,energetic
